SampleLabel,Time,7Li,26Mg,27Al,29Si,31P,43Ca,45Sc,48Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,88Sr,89Y,90Zr
GCB 1AHT ol6,105532,500.009,15079545,39755.24,1918519,2200.169,1600.09,5000.875,9903.432,2700.255,56511.554,1397038,1827233.2,147154.02,619549.31,100,14307.161,300.003,100,0
GCB 1AHT ol6,105883,600.013,15079545,36546.688,1982654.4,2100.154,1000.035,5200.947,8302.412,3200.358,50087.653,1286316.4,1874965,138366.86,616209.41,800.022,10904.16,200.001,100,0
GCB 1AHT ol6,106273,1000.035,14409045,39654.962,1928771.7,1900.126,1200.05,5701.137,8902.773,1800.113,61230.942,1397038,1777732.5,144527.41,626126.98,600.013,11604.712,200.001,0,200.001
GCB 1AHT ol6,106662,500.009,14185545,36546.688,1867358.7,2200.169,400.006,3600.454,7602.022,2700.255,53499.991,1222240.6,1784729.6,136044.72,608071.6,1400.069,13706.572,800.022,400.006,100
GCB 1AHT ol6,107052,300.003,14632545,36346.178,1962311.9,2600.237,1600.09,5100.911,9002.836,2800.274,59322.917,1298224.7,1854425.4,146345.78,631349.46,700.017,11304.471,0,0,500.009
GCB 1AHT ol6,107442,900.028,14409045,38251.142,1960142.1,2100.154,1100.042,5501.059,10403.787,4000.56,57716.356,1263618.7,1880075.9,147154.02,657594.56,1400.069,11704.793,100,200.001,100
GCB 1AHT ol6,107832,700.017,14856045,41058.92,1891666.8,3500.429,1400.069,3700.479,9303.028,1900.126,62938.338,1360652.5,1869401.8,159080.83,634901.81,1300.059,12005.042,200.001,0,200.001
GCB 1AHT ol6,108182,500.009,14856045,43165.115,1923188.8,2400.202,500.009,4500.709,8202.354,2200.169,57816.761,1243241.9,1849436.5,141396.31,625082.71,1300.059,11104.314,200.001,0,0
GCB 1AHT ol6,108572,1500.079,13962045,36646.945,1925923,2200.169,1400.069,4300.647,9202.963,2200.169,60327.109,1319552.3,1820555.8,145840.65,665027.04,1200.05,13706.572,200.001,100,0
GCB 1AHT ol6,108962,400.006,14856045,39554.684,1895987.3,2500.219,1500.079,5401.021,9903.432,2900.294,53600.367,1199748.7,1772881.5,136953.34,612244.27,1500.079,13206.101,200.001,0,200.001
GCB 1AHT ol6,109352,600.013,14185545,38050.607,1941540.2,2100.154,1100.042,4300.647,11404.55,3400.405,61130.514,1343870,1892007.9,147457.12,615791.98,400.006,13706.572,300.003,200.001,400.006
GCB 1AHT ol6,109741,1300.059,14632545,38652.219,1963225.6,2900.294,1400.069,4900.841,8802.711,3400.405,59825.004,1235403.8,1827346.4,133622.01,623829.68,500.009,14207.061,100,0,300.003
GCB 1AHT ol6,110131,1100.042,14185545,39855.519,1879507.9,1900.126,700.017,5901.219,11004.237,2400.202,57113.942,1380530.7,1854765.6,146951.95,606402.87,500.009,12205.212,0,100,400.006
GCB 1AHT ol6,110521,1200.05,14409045,38652.219,1811054.2,3500.429,1000.035,5801.178,7301.866,2400.202,56109.976,1243241.9,1707264.1,136044.72,609949.16,500.009,12305.297,200.001,100,0
GCB 1AHT ol6,110911,600.013,13962045,38251.142,1858848.7,3000.315,2000.14,6701.572,9603.227,2700.255,57716.356,1397038,1897351.9,150185.32,630931.59,1200.05,12005.042,400.006,0,0
GCB 1AHT ol6,111301,600.013,14856045,36446.433,2029843.6,3800.506,1000.035,4900.841,10704.009,3200.358,56511.554,1397038,1731092.1,129685.99,619653.7,1000.035,12905.827,300.003,0,0
GCB 1AHT ol6,111651,900.028,14409045,40056.079,1901219,2100.154,1500.079,4300.647,8302.412,700.017,55507.629,1268744.5,1836291.8,142709.27,585455.66,900.028,13005.918,0,0,0
GCB 1AHT ol6,112041,400.006,13515045,35644.413,1847849.5,2000.14,900.028,5100.911,8702.65,1600.09,51693.358,1397038,1763184.2,143416.29,620906.37,1100.042,12505.471,300.003,0,0
GCB 1AHT ol6,112431,1100.042,13962045,36747.202,1829950.2,2800.274,1800.113,3600.454,6901.667,1900.126,54303.013,1244222,1783487.9,156148.75,632498.66,1700.101,13306.194,200.001,0,0
GCB 1AHT ol6,112821,900.028,14632545,39755.24,1879962.3,3000.315,1500.079,3700.479,7101.765,2500.219,61230.942,1274308.5,1787213.2,147760.23,627066.89,500.009,13706.572,0,0,300.003
GCB 1AHT ol6,113211,700.017,14409045,37148.237,1893940.6,3000.315,900.028,5601.098,9703.294,3000.315,57515.549,1303909.1,1862252.1,149174.81,611513.97,900.028,11804.875,500.009,100,200.001
GCB 1AHT ol6,113601,1000.035,14409045,36245.924,1916355.4,2600.237,900.028,4200.618,7501.969,2000.14,52395.911,1242915.3,1807888.3,149781.11,634692.83,900.028,12305.297,0,100,0
GCB 1AHT ol6,113991,900.028,14185545,44368.794,1872126.4,3000.315,1400.069,4800.806,8502.53,2400.202,63139.222,1349462.1,1841729.6,143517.3,601919.1,1200.05,11604.712,100,200.001,400.006
GCB 1AHT ol6,114341,900.028,14185545,36646.945,1854992.4,2500.219,500.009,5200.947,7401.917,3400.405,52897.755,1213761.4,1717599.9,136852.38,618609.89,1000.035,11504.631,200.001,0,0
GCB 1AHT ol6,114731,1100.042,13962045,41460.076,1855105.8,4400.678,1200.05,5801.178,9403.094,2500.219,56812.745,1347488.2,1851023.7,148871.68,609531.9,1300.059,13406.288,100,0,0
GCB 1AHT ol6,115120,1600.09,13962045,40457.206,1828704.8,3000.315,1500.079,5401.021,9803.363,2300.185,58519.614,1252500.6,1881693,135842.81,593268.26,1200.05,13306.194,500.009,0,100
GCB 1AHT ol6,115510,500.009,13962045,33639.56,1796925.9,2900.294,500.009,3700.479,7401.917,2600.237,58218.387,1292870.3,1881693,141396.31,621219.55,400.006,14807.67,200.001,300.003,0
GCB 1AHT ol6,115900,800.022,14632545,40958.632,1934242.6,2500.219,1100.042,4700.773,8202.354,1200.05,53098.498,1397038,1797716.7,137256.22,615687.62,800.022,10704.009,100,0,200.001
GCB 1AHT ol6,116290,800.022,13738545,40356.923,1796022.1,1300.059,700.017,4700.773,11504.631,3600.454,59322.917,1272999.1,1845469.2,145739.63,624456.18,700.017,8602.589,0,0,0
GCB 1AHT ol6,116680,600.013,13962045,38150.874,1914647.5,1600.09,1700.101,2600.237,9002.836,2200.169,54804.924,1397038,1749325.6,131199.71,607967.3,700.017,10603.934,400.006,0,600.013
GCB 1AHT ol6,117030,600.013,13515045,37549.283,1804271,3800.506,1400.069,5300.983,8302.412,2600.237,81934.291,1397038,1748424.7,153621.57,623725.27,500.009,11504.631,300.003,0,400.006
GCB 1AHT ol6,117420,400.006,14409045,41359.786,2010011,2300.185,700.017,2800.274,7602.022,2300.185,60226.687,1397038,1867699.2,139881.5,622054.74,1200.05,11104.314,300.003,0,200.001
GCB 1AHT ol6,117810,1100.042,13515045,40356.923,1855672.8,3100.336,1300.059,4500.709,8502.53,3500.429,60527.956,1355495.1,1851590.6,141901.28,624038.51,1300.059,9803.363,100,100,0
GCB 1AHT ol6,118200,200.001,14856045,40156.359,1966309.7,3500.429,1500.079,5401.021,9803.363,2800.274,57415.146,1235512.6,1861004.1,142810.27,626858.01,1300.059,13806.669,0,0,0
GCB 1AHT ol6,118590,300.003,13962045,38251.142,1793198.2,4400.678,1600.09,4400.678,10503.86,2700.255,57615.952,1248142.9,1781456.3,155845.46,618296.76,1000.035,10403.787,200.001,0,100
GCB 1AHT ol6,118980,500.009,14409045,39554.684,1935496.6,3900.532,1600.09,4100.588,5401.021,2700.255,52195.178,1397038,1856807,148871.68,595769.18,600.013,12305.297,300.003,0,200.001
GCB 1AHT ol6,119369,1100.042,13515045,41961.537,1842069.5,2800.274,800.022,4600.741,9603.227,3400.405,54403.394,1386026.6,1815238.7,158170.81,628320.19,600.013,13606.477,300.003,100,100
GCB 1AHT ol6,119720,500.009,14632545,36245.924,1960370.5,2200.169,1100.042,6001.26,7602.022,1900.126,54001.875,1254789,1821234.8,137962.98,636260.29,1500.079,11104.314,500.009,0,200.001
GCB 1AHT ol6,120110,1100.042,13291545,39755.24,1806757.8,2700.255,900.028,3500.429,7902.185,1400.069,56210.369,1251737.9,1747974.2,135338.05,607341.51,900.028,10403.787,0,300.003,0
GCB 1AHT ol6,120499,600.013,14632545,33639.56,1826440.8,2600.237,800.022,5801.178,10403.787,2100.154,54102.253,1397038,1778973.7,139578.56,595769.18,1100.042,11504.631,0,100,0
GCB 1AHT ol6,120889,1400.069,13291545,36546.688,1762733.3,2400.202,600.013,5000.875,7902.185,2300.185,58720.436,1218000.4,1695139.7,151903.34,601606.33,1100.042,11104.314,200.001,100,0
GCB 1AHT ol6,121279,600.013,13962045,37549.283,1909980.3,2600.237,1000.035,3500.429,8302.412,2500.219,57615.952,1202246.1,1778071,134530.48,624038.51,1600.09,10303.714,300.003,200.001,0
GCB 1AHT ol6,121669,1500.079,13515045,37047.977,1917608,3100.336,900.028,3200.358,6201.346,3200.358,59423.333,1265254.4,1731879.5,146547.83,630722.66,700.017,9403.094,500.009,100,100
GCB 1AHT ol6,122019,1000.035,14409045,36747.202,1900536.5,2200.169,900.028,4100.588,9002.836,2700.255,51291.915,1397038,1796022.1,133117.33,601814.84,1800.113,12305.297,0,300.003,0
GCB 1AHT ol6,122409,800.022,13738545,46375.151,1837198,4300.647,1700.101,4100.588,9403.094,2100.154,54001.875,1397038,1799863.5,139275.63,611305.32,900.028,14807.67,300.003,100,100
GCB 1AHT ol6,122799,1500.079,14632545,35042.928,1853178,2000.14,700.017,3700.479,9002.836,1600.09,51592.996,1209089,1757999.8,135439,609740.53,1100.042,10904.16,0,200.001,0
GCB 1AHT ol6,123189,400.006,13291545,39053.308,1824516.6,2800.274,1300.059,7201.815,10003.501,1700.101,57214.343,1269944.4,1824063.9,144628.42,617148.68,400.006,9703.294,500.009,0,200.001
GCB 1AHT ol6,123579,900.028,14185545,37348.759,1901332.7,2800.274,1600.09,4700.773,8002.241,2800.274,53299.243,1397038,1769159.7,136448.54,610262.11,2000.14,9603.227,500.009,0,0
GCB 1AHT ol6,123969,300.003,13291545,39654.962,1790149,3300.381,1400.069,5200.947,7001.715,2200.169,52496.278,1397038,1710409,150589.54,636573.81,900.028,13206.101,500.009,200.001,100
GCB 1AHT ol6,124358,700.017,14185545,40657.775,1888484.1,3300.381,400.006,5200.947,7501.969,1800.113,55608.019,1397038,1773783.9,144022.34,577959.49,1300.059,10804.084,100,0,200.001
GCB 1AHT ol6,124709,400.006,13291545,41460.076,1790149,3700.479,1200.05,4300.647,7401.917,2700.255,53198.87,1223001.8,1881693,152812.96,586913.69,800.022,11004.237,300.003,200.001,100
GCB 1AHT ol6,125099,400.006,13962045,36747.202,1838557.3,2600.237,2100.154,3700.479,8002.241,2600.237,56310.763,1250321.6,1881693,129181.45,579937.27,1300.059,13906.766,200.001,0,0
GCB 1AHT ol6,125488,300.003,13738545,37850.076,1710296.7,2300.185,600.013,3500.429,6601.525,3900.532,55909.191,1397038,1871218.2,152105.47,591913.78,2200.169,11604.712,300.003,300.003,400.006
GCB 1AHT ol6,125878,400.006,14409045,39955.798,1993637,3000.315,400.006,3800.506,9703.294,3100.336,54905.308,1280202.1,1829723.8,147356.08,601919.1,700.017,11604.712,300.003,0,0
GCB 1AHT ol6,126268,600.013,13515045,39454.408,1802010.6,3000.315,1700.101,5501.059,9403.094,1600.09,50489.063,1209306.3,1705242.7,133722.95,596186.04,700.017,11704.793,100,100,0
GCB 1AHT ol6,126658,700.017,13738545,34040.508,1878485.7,2300.185,1000.035,5601.098,8702.65,2300.185,53098.498,1397038,1718161.9,138669.78,597749.38,1500.079,10003.501,300.003,0,400.006
GCB 1AHT ol6,127048,1200.05,13291545,32537.011,1770738.5,3800.506,300.003,2900.294,8302.412,2100.154,61331.372,1228440,1790939.5,147962.3,595873.4,1300.059,10403.787,400.006,0,100
GCB 1AHT ol6,127438,1100.042,13962045,41058.92,1889507.1,3100.336,1300.059,3400.405,10203.643,2500.219,50288.357,1222784.3,1701986.5,138366.86,567346.52,800.022,10804.084,0,100,100
GCB 1AHT ol6,127828,700.017,13291545,37649.547,1727380.6,2800.274,700.017,4100.588,8402.47,1800.113,55708.409,1397038,1815238.7,147861.26,598166.3,1100.042,14207.061,400.006,100,0
GCB 1AHT ol6,128178,700.017,14409045,35143.173,1907249,3200.358,300.003,4800.806,9603.227,2000.14,51793.721,1206155.9,1728055.3,137458.15,609427.59,1300.059,10503.86,100,0,0
GCB 1AHT ol6,128568,1000.035,13515045,39253.856,1917608,1800.113,1000.035,5000.875,9703.294,3800.506,53700.743,1242588.6,1751127.6,146648.86,604317.22,1100.042,12905.827,0,100,100
GCB 1AHT ol6,128957,1500.079,14185545,34240.986,1824856.2,3200.358,300.003,4300.647,9603.227,1900.126,50589.417,1172413,1681679.5,132208.95,592122.15,1100.042,9603.227,100,100,400.006
GCB 1AHT ol6,129347,1000.035,12621045,34541.709,1783149.3,2100.154,1000.035,4300.647,8602.589,2100.154,55507.629,1295274.1,1881693,140386.42,592538.91,1400.069,10203.643,500.009,100,200.001
GCB 1AHT ol6,129737,700.017,14409045,37850.076,1872239.9,3000.315,800.022,5701.137,10203.643,2700.255,51291.915,1244113.1,1784842.5,129786.9,578896.3,900.028,9403.094,100,0,0
GCB 1AHT ol6,130127,400.006,12844545,36145.67,1746060,2800.274,900.028,4100.588,8702.65,700.017,56109.976,1305658.6,1714116.4,141901.28,616731.22,600.013,11804.875,100,0,0
GCB 1AHT ol6,130477,300.003,14409045,37348.759,1894736.5,3400.405,1000.035,4600.741,10103.572,2300.185,63239.665,1185532.2,1792972.3,131603.4,567138.5,600.013,11204.392,300.003,0,0
GCB 1AHT ol6,130868,300.003,13068045,36245.924,1748312,3400.405,1900.126,3400.405,9303.028,3700.479,56511.554,1213435.4,1721871.2,141396.31,587851.08,1700.101,9703.294,100,200.001,100
GCB 1AHT ol6,131257,1000.035,13738545,35042.928,1866677.7,1800.113,500.009,4300.647,7201.815,1800.113,59222.502,1236709.9,1787890.7,139881.5,586080.51,1400.069,11404.55,400.006,0,0
GCB 1AHT ol6,131647,1400.069,12844545,36947.718,1797716.7,2200.169,1000.035,5300.983,8902.773,1500.079,54403.394,1317910.6,1706814.9,148265.42,617983.64,1700.101,15908.853,200.001,100,0
GCB 1AHT ol6,132037,900.028,14632545,39855.519,1900309,3300.381,900.028,5300.983,9403.094,1400.069,59122.087,1261329,1884052.2,141295.31,611931.28,800.022,12405.384,300.003,100,100
GCB 1AHT ol6,132427,600.013,13515045,37850.076,1779425,2800.274,900.028,3600.454,9903.432,2400.202,54804.924,1268744.5,1753155.2,141093.33,611931.28,900.028,12405.384,500.009,0,0
GCB 1AHT ol6,132817,600.013,13738545,35844.914,1847962.8,3800.506,1000.035,3600.454,9303.028,2900.294,56310.763,1240519.9,1829384.1,135539.95,604108.67,700.017,13506.382,200.001,200.001,200.001
GCB 1AHT ol6,133167,400.006,13515045,36245.924,1787326.1,3900.532,1600.09,3800.506,9503.16,1400.069,51793.721,1237036.4,1759464.8,141194.32,633021.05,600.013,11304.471,200.001,300.003,100
GCB 1AHT ol6,133557,300.003,13738545,34441.468,1851590.6,3800.506,700.017,5300.983,9102.899,2400.202,54503.775,1218217.8,1778409.5,146042.7,620801.97,1000.035,12005.042,100,0,200.001
GCB 1AHT ol6,133946,1100.042,13738545,35443.915,1802914.7,2300.185,1600.09,3800.506,7201.815,1900.126,54905.308,1397038,1662519.5,151802.28,602231.87,800.022,11204.392,100,400.006,200.001
GCB 1AHT ol6,134336,900.028,13738545,33038.159,1896783.3,3200.358,400.006,5601.098,10303.714,2400.202,54804.924,1244222,1838330.8,139578.56,602127.61,700.017,9803.363,200.001,100,0
GCB 1AHT ol6,134726,500.009,13068045,37449.021,1745497,2200.169,1200.05,5401.021,7301.866,1500.079,52596.646,1397038,1656921.7,138265.89,570675.25,1200.05,12805.737,200.001,0,100
GCB 1AHT ol6,135116,1400.069,13515045,41058.92,1778973.7,2200.169,1500.079,5601.098,8002.241,2600.237,53801.119,1176857.1,1700976.1,134530.48,563394.64,200.001,9202.963,400.006,0,100
GCB 1AHT ol6,135506,1100.042,12844545,34842.438,1749550.8,2400.202,700.017,4600.741,6701.572,2900.294,54202.633,1197251.7,1881693,140487.4,605985.72,800.022,10103.572,0,0,0
GCB 1AHT ol6,135856,1100.042,13515045,38752.49,1767919.3,2900.294,500.009,5601.098,8702.65,1400.069,46977.113,1192476,1705579.6,140891.35,569530.91,1200.05,9202.963,0,0,0
GCB 1AHT ol6,136246,1000.035,12844545,32637.239,1783149.3,3800.506,1300.059,4200.618,7702.076,2500.219,54604.157,1239322.3,1665319.1,149477.96,621219.55,1000.035,14207.061,100,0,0
GCB 1AHT ol6,136636,1100.042,13962045,38050.607,1881552.7,3700.479,1300.059,5401.021,9303.028,2400.202,56913.143,1212566,1673385,137458.15,571299.47,1100.042,10704.009,300.003,100,200.001
GCB 1AHT ol6,137026,1800.113,12844545,35945.165,1917608,3000.315,1300.059,3300.381,9303.028,2500.219,49686.255,1252609.6,1720409.8,133016.4,579833.17,1500.079,10503.86,0,0,300.003
GCB 1AHT ol6,137416,800.022,13515045,42964.511,1747749,1900.126,1500.079,4500.709,5701.137,2800.274,54804.924,1136043.4,1707601,142406.26,600251.07,1300.059,11004.237,200.001,100,100
GCB 1AHT ol6,137806,600.013,13068045,37649.547,1774799.1,2500.219,1000.035,4700.773,8402.47,3200.358,50990.84,1267435.6,1881693,133218.27,595664.97,900.028,14407.261,300.003,0,100
GCB 1AHT ol6,138196,700.017,13962045,41259.496,1784391,3500.429,1800.113,5100.911,8102.297,1900.126,57214.343,1220827.1,1777281.1,144224.37,590767.77,900.028,11504.631,0,0,100
GCB 1AHT ol6,138546,700.017,13068045,36646.945,1789471.4,1800.113,1600.09,5701.137,9503.16,2300.185,56611.95,1219413.6,1755521,129282.35,607445.81,700.017,12305.297,500.009,0,0
GCB 1AHT ol6,138936,400.006,13738545,33639.56,1917608,2600.237,700.017,4000.56,7401.917,2800.274,59825.004,1397038,1720072.6,140386.42,583997.77,900.028,10203.643,0,100,0
GCB 1AHT ol6,139325,1000.035,13068045,40457.206,1675850.5,2500.219,1300.059,3300.381,9303.028,2700.255,51894.084,1397038,1657929.1,127163.46,582956.51,700.017,10403.787,400.006,200.001,200.001
GCB 1AHT ol6,139715,1000.035,13515045,35243.42,1707601,2500.219,300.003,4900.841,10203.643,2900.294,54403.394,1177399.1,1741894.5,147558.15,552792.27,1000.035,10403.787,0,0,0
GCB 1AHT ol6,140105,700.017,13291545,34140.747,1778635.1,2500.219,100,5300.983,10003.501,1800.113,52697.015,1215500.3,1704232.1,135338.05,614435.4,1900.126,12505.471,600.013,100,0
GCB 1AHT ol6,140495,400.006,14185545,36646.945,1917608,3600.454,1000.035,5501.059,10503.86,2300.185,48783.151,1237689.5,1756873,149781.11,591809.59,1100.042,10003.501,100,0,0
GCB 1AHT ol6,140845,600.013,13291545,35443.915,1840030.1,2700.255,1400.069,3900.532,8202.354,2100.154,48381.789,1153026.5,1755070.3,130896.96,581082.43,1500.079,9303.028,300.003,300.003,100
GCB 1AHT ol6,141235,600.013,13515045,38551.949,1791730,2800.274,1800.113,5601.098,6401.434,3200.358,53198.87,1397038,1646403.5,137761.05,585039.1,1500.079,11504.631,0,300.003,0
GCB 1AHT ol6,141625,1000.035,13068045,33739.796,1785745.6,3100.336,2200.169,3200.358,8002.241,2900.294,48181.113,1200617.3,1748537.3,133722.95,577647.24,600.013,10203.643,200.001,100,0
GCB 1AHT ol6,142015,800.022,13515045,36947.718,1917608,3900.532,800.022,4200.618,8602.589,2300.185,60427.532,1191607.8,1701312.9,135842.81,560587.38,1100.042,10303.714,100,0,100
GCB 1AHT ol6,142405,600.013,13068045,31735.21,1748762.5,2100.154,600.013,5801.178,8602.589,2400.202,52697.015,1397038,1813768.4,147558.15,607132.92,1300.059,9803.363,100,0,0
GCB 1AHT ol6,142795,800.022,13291545,34240.986,1788681,2700.255,1200.05,5200.947,9202.963,1900.126,61833.53,1397038,1716026.6,141295.31,588267.71,1200.05,10203.643,0,100,0
GCB 1AHT ol6,143185,900.028,13068045,33038.159,1757098.4,4300.647,1700.101,4700.773,9102.899,2400.202,57314.744,1165478.6,1708724.2,139073.67,596394.48,900.028,13005.918,200.001,0,400.006
GCB 1AHT ol6,143535,300.003,13738545,36446.433,1745609.6,2700.255,700.017,3900.532,6801.619,1900.126,55306.853,1211696.7,1780892.1,135338.05,576918.66,1300.059,8302.412,300.003,100,0
GCB 1AHT ol6,143925,1100.042,13291545,36446.433,1801106.5,2900.294,2000.14,4700.773,7602.022,1900.126,53299.243,1215717.7,1718499,131906.17,569634.94,1200.05,11304.471,0,200.001,200.001
GCB 1AHT ol6,144314,400.006,13738545,37449.021,1917608,2700.255,400.006,5200.947,8502.53,1200.05,56411.158,1232030.3,1766115.3,145234.52,564122.54,1100.042,10804.084,200.001,0,100
GCB 1AHT ol6,144704,1200.05,13291545,35844.914,1917608,1600.09,700.017,4500.709,9002.836,2000.14,49084.179,1240411,1881693,132309.88,584830.83,1600.09,12205.212,300.003,200.001,200.001
GCB 1AHT ol6,145094,1200.05,13738545,35343.667,1803366.8,2500.219,800.022,5801.178,9002.836,2400.202,56210.369,1397038,1759126.7,138265.89,574941.29,1400.069,12805.737,400.006,300.003,0
GCB 1AHT ol6,145484,700.017,13291545,36245.924,1917608,3500.429,400.006,4500.709,8602.589,1900.126,55407.241,1196057.6,1672600.7,133420.14,590455.24,600.013,8302.412,100,0,0
GCB 1AHT ol6,145874,800.022,13068045,32937.928,1791278.3,3000.315,1300.059,4100.588,8302.412,2200.169,54303.013,1208654.4,1728617.6,163530.65,581915.32,600.013,11604.712,100,100,0
GCB 1AHT ol6,146224,1100.042,13068045,34942.682,1756197,2400.202,1000.035,4800.806,8502.53,2500.219,54503.775,1227461,1881693,122119.74,560691.35,700.017,10704.009,300.003,0,100
GCB 1AHT ol6,146614,1000.035,13515045,34842.438,1823611.2,2600.237,2300.185,4400.678,9803.363,1600.09,54102.253,1397038,1788455.2,132309.88,584101.9,400.006,10003.501,300.003,300.003,0
GCB 1AHT ol6,147004,1000.035,13515045,39454.408,1792859.4,3600.454,400.006,3600.454,8602.589,1800.113,60427.532,1205938.7,1691661.3,125650.16,570155.08,900.028,12705.648,500.009,100,500.009
GCB 1AHT ol6,147394,500.009,13068045,33840.033,1764311.5,2500.219,1100.042,4100.588,7401.917,2600.237,53499.991,1197577.3,1739193.2,133823.89,578063.58,600.013,12205.212,700.017,0,0
GCB 1AHT ol6,147784,1000.035,13068045,61532.233,1917608,1900.126,1600.09,4900.841,9102.899,1700.101,46876.784,1224850.5,1739643.4,139780.52,590455.24,1500.079,9403.094,0,0,0
GCB 1AHT ol6,148174,1000.035,13291545,32837.698,1767468.3,2000.14,1500.079,5501.059,7501.969,1500.079,57716.356,1652438,1737505.1,134429.53,598062.07,1300.059,11604.712,200.001,0,100
GCB 1AHT ol6,148563,600.013,13515045,36947.718,1827006.8,2300.185,900.028,5801.178,8302.412,2000.14,57113.942,1213870.1,1784616.7,127163.46,645564.06,1600.09,11204.392,0,200.001,200.001
